
t0.00;0.00;0.00;0.00;0.00;0.00
0.10;0.50;0.01;-0.10;0.10;1.00
0.20;1.00;0.04;-0.20;0.20;2.00
0.30;1.50;0.09;-0.30;0.30;3.00
0.40;2.00;0.16;-0.40;0.40;4.00
0.50;2.50;0.25;-0.50;0.50;5.00
0.60;3.00;0.36;-0.60;0.60;6.00
0.70;3.50;0.49;-0.70;0.70;7.00
0.80;4.00;0.64;-0.80;0.80;8.00
0.90;4.50;0.81;-0.90;0.90;9.00

1.00;5.00;1.00;-1.00;1.00;10.00

1.10;5.50;1.21;-1.10;1.10;11.00

1.20;6.00;1.44;-1.20;1.20;12.00

1.30;6.50;1.69;-1.30;1.30;13.00

1.40;7.00;1.96;-1.40;1.40;14.00

1.50;7.50;2.25;-1.50;1.50;15.00

1.60;8.00;2.56;-1.60;1.60;16.00

1.70;8.50;2.89;-1.70;1.70;17.00

1.80;9.00;3.24;-1.80;1.80;18.00

1.90;9.50;3.61;-1.90;1.90;19.00

2.00;10.00;4.00;-2.00;2.00;20.00

2.10;10.50;4.41;-2.10;2.10;21.00

2.20;11.00;4.84;-2.20;2.20;22.00

2.30;11.50;5.29;-2.30;2.30;23.00

2.40;12.00;5.76;-2.40;2.40;24.00

2.50;12.50;6.25;-2.50;2.50;25.00

2.60;13.00;6.76;-2.60;2.60;26.00

2.70;13.50;7.29;-2.70;2.70;27.00

2.80;14.00;7.84;-2.80;2.80;28.00

2.90;14.50;8.41;-2.90;2.90;29.00

3.00;15.00;9.00;-3.00;3.00;30.00

3.10;15.50;9.61;-3.10;3.10;31.00

3.20;16.00;10.24;-3.20;3.20;32.00

3.30;16.50;10.89;-3.30;3.30;33.00

3.40;17.00;11.56;-3.40;3.40;34.00

3.50;17.50;12.25;-3.50;3.50;35.00

3.60;18.00;12.96;-3.60;3.60;36.00

3.70;18.50;13.69;-3.70;3.70;37.00

3.80;19.00;14.44;-3.80;3.80;38.00

3.90;19.50;15.21;-3.90;3.90;39.00

4.00;20.00;16.00;-4.00;4.00;40.00

4.10;20.50;16.81;-4.10;4.10;41.00

4.20;21.00;17.64;-4.20;4.20;42.00

4.30;21.50;18.49;-4.30;4.30;43.00

4.40;22.00;19.36;-4.40;4.40;44.00

4.50;22.50;20.25;-4.50;4.50;45.00

4.60;23.00;21.16;-4.60;4.60;46.00

4.70;23.50;22.09;-4.70;4.70;47.00

4.80;24.00;23.04;-4.80;4.80;48.00

4.90;24.50;24.01;-4.90;4.90;49.00

5.00;25.00;25.00;-5.00;5.00;50.00

5.10;25.50;26.01;-5.10;5.10;51.00

5.20;26.00;27.04;-5.20;5.20;52.00

5.30;26.50;28.09;-5.30;5.30;53.00

5.40;27.00;29.16;-5.40;5.40;54.00

5.50;27.50;30.25;-5.50;5.50;55.00

5.60;28.00;31.36;-5.60;5.60;56.00

5.70;28.50;32.49;-5.70;5.70;57.00

5.80;29.00;33.64;-5.80;5.80;58.00

5.90;29.50;34.81;-5.90;5.90;59.00

6.00;30.00;36.00;-6.00;6.00;60.00

6.10;30.50;37.21;-6.10;6.10;61.00

6.20;31.00;38.44;-6.20;6.20;62.00

6.30;31.50;39.69;-6.30;6.30;63.00

6.40;32.00;40.96;-6.40;6.40;64.00

6.50;32.50;42.25;-6.50;6.50;65.00

6.60;33.00;43.56;-6.60;6.60;66.00

6.70;33.50;44.89;-6.70;6.70;67.00

6.80;34.00;46.24;-6.80;6.80;68.00

6.90;34.50;47.61;-6.90;6.90;69.00

7.00;35.00;49.00;-7.00;7.00;70.00

7.10;35.50;50.41;-7.10;7.10;71.00

7.20;36.00;51.84;-7.20;7.20;72.00

7.30;36.50;53.29;-7.30;7.30;73.00

7.40;37.00;54.76;-7.40;7.40;74.00

7.50;37.50;56.25;-7.50;7.50;75.00

7.60;38.00;57.76;-7.60;7.60;76.00

7.70;38.50;59.29;-7.70;7.70;77.00

7.80;39.00;60.84;-7.80;7.80;78.00

7.90;39.50;62.41;-7.90;7.90;79.00

8.00;40.00;64.00;-8.00;8.00;80.00

8.10;40.50;65.61;-8.10;8.10;81.00

8.20;41.00;67.24;-8.20;8.20;82.00

8.30;41.50;68.89;-8.30;8.30;83.00

8.40;42.00;70.56;-8.40;8.40;84.00

8.50;42.50;72.25;-8.50;8.50;85.00

8.60;43.00;73.96;-8.60;8.60;86.00

8.70;43.50;75.69;-8.70;8.70;87.00

8.80;44.00;77.44;-8.80;8.80;88.00

8.90;44.50;79.21;-8.90;8.90;89.00

9.00;45.00;81.00;-9.00;9.00;90.00

9.10;45.50;82.81;-9.10;9.10;91.00

9.20;46.00;84.64;-9.20;9.20;92.00

9.30;46.50;86.49;-9.30;9.30;93.00

9.40;47.00;88.36;-9.40;9.40;94.00

9.50;47.50;90.25;-9.50;9.50;95.00

9.60;48.00;92.16;-9.60;9.60;96.00

9.70;48.50;94.09;-9.70;9.70;97.00

9.80;49.00;96.04;-9.80;9.80;98.00

9.90;49.50;98.01;-9.90;9.90;99.00

10.00;50.00;100.00;-10.00;10.00;100.00

10.10;50.50;102.01;-10.10;10.10;101.00

10.20;51.00;104.04;-10.20;10.20;102.00

10.30;51.50;106.09;-10.30;10.30;103.00

10.40;52.00;108.16;-10.40;10.40;104.00

10.50;52.50;110.25;-10.50;10.50;105.00

10.60;53.00;112.36;-10.60;10.60;106.00

10.70;53.50;114.49;-10.70;10.70;107.00

10.80;54.00;116.64;-10.80;10.80;108.00

10.90;54.50;118.81;-10.90;10.90;109.00

11.00;55.00;121.00;-11.00;11.00;110.00

11.10;55.50;123.21;-11.10;11.10;111.00

11.20;56.00;125.44;-11.20;11.20;112.00

11.30;56.50;127.69;-11.30;11.30;113.00

11.40;57.00;129.96;-11.40;11.40;114.00

11.50;57.50;132.25;-11.50;11.50;115.00

11.60;58.00;134.56;-11.60;11.60;116.00
